user,subfolder,decision,rationale
shapiro-r,doe,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,enron_online,INCLUDED,EnronOnline system — business
shapiro-r,enviromental,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,epsa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,europe,INCLUDED,European operations
shapiro-r,europe_july,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,europe_june,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,europe_october,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,federal_gov_t_affairs,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,federal_legis_,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,ferc,INCLUDED,FERC regulatory correspondence
shapiro-r,florida,INCLUDED,Florida operations correspondence
shapiro-r,forest_and_paper_products,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,fuel_cells,INCLUDED,Fuel cell technology business correspondence
shapiro-r,fundamentals,INCLUDED,Energy fundamentals analysis
shapiro-r,gas_issues,INCLUDED,Natural gas issues — business
shapiro-r,generation,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,global_markets,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,granite__2_,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,hedging,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,humor,INCLUDED,Humour/forward emails — legitimate ham class
shapiro-r,inbox,INCLUDED,Primary received mail — standard business email
shapiro-r,india,INCLUDED,India operations business correspondence
shapiro-r,industrial_cust__solutions,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,interconnection_issues,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,investing,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,japan,INCLUDED,Japan operations business correspondence
shapiro-r,ken_lay,INCLUDED,Ken Lay — CEO business correspondence
shapiro-r,lng,INCLUDED,LNG trading and operations correspondence
shapiro-r,market_structure__seabron_adamson_,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,media,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,merchant_function_group,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,mexico,INCLUDED,Mexico operations business correspondence
shapiro-r,midwest,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,mid_atlantic,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,naruc,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,national_campaign,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,nerc,INCLUDED,NERC reliability organisation correspondence
shapiro-r,networks,INCLUDED,Networks operations — business
shapiro-r,new_england_ny,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
shapiro-r,notre_dame,INCLUDED,Notre Dame conference/speaking engagement
shapiro-r,organizational_issues,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,patriotism,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
shapiro-r,personal_travel,PII/LEGAL,Personal travel itineraries — PII
shapiro-r,personnel,PII/LEGAL,Personnel records — sensitive PII
shapiro-r,pge_sale,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,pg_e_bankruptcy,PII/LEGAL,PG&E bankruptcy — litigation sensitive
shapiro-r,policy_papers,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,presentations,INCLUDED,Business presentations
shapiro-r,price_risk_management_,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,qf_s___risk_analysis,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,rac,INCLUDED,Risk and compliance correspondence
shapiro-r,rail,INCLUDED,Rail trading/operations correspondence
shapiro-r,refund_cases,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,resource_committment_req_s,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,retail_markets,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,retail_operations,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,risk_analytics,INCLUDED,Risk analytics business correspondence
shapiro-r,rto_campaign,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,rto_filings__order_2000,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,sce_deal,INCLUDED,SCE deal — business
shapiro-r,sec,PII/LEGAL,SEC regulatory correspondence — litigation sensitive
shapiro-r,sent,INCLUDED,Sent mail variant — standard business email
shapiro-r,sent_items,INCLUDED,Primary sent mail — standard business email
shapiro-r,shopping,PII/LEGAL,Personal commerce — PII
shapiro-r,southeast,INCLUDED,Southeast US operations
shapiro-r,southern_cone,INCLUDED,South American operations correspondence
shapiro-r,speaking_engagements,INCLUDED,Speaking engagements — business
shapiro-r,staff_meetings,INCLUDED,Staff meetings — business
shapiro-r,steel,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,synfuel_tax_crredits,INCLUDED,Synfuel tax credits — business
shapiro-r,tax,PII/LEGAL,Tax records — sensitive PII
shapiro-r,texas,INCLUDED,Texas operations correspondence
shapiro-r,training__gov_t__affairs,PII/LEGAL,Training records — HR sensitive
shapiro-r,tva,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
shapiro-r,value,INCLUDED,Value analysis — business
shapiro-r,venezuela_colombia,INCLUDED,Venezuela/Colombia operations
shapiro-r,vp_prc,PII/LEGAL,VP-level PRC records — sensitive HR data
shapiro-r,west,INCLUDED,West operations
shapiro-r,western_governor_s_university,INCLUDED,WGU — institutional relations
shapiro-r,wholesale_markets,INCLUDED,Wholesale markets — business
shively-h,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
shively-h,calendar,CONTENT-MISMATCH,Calendar entries — not email
shively-h,contacts,CONTENT-MISMATCH,Address book — not email
shively-h,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
shively-h,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
shively-h,inbox,INCLUDED,Primary received mail — standard business email
shively-h,misc,INCLUDED,Miscellaneous business correspondence
shively-h,peoples_hedges,INCLUDED,Peoples hedges — business
shively-h,prc,INCLUDED,Performance Review Committee — business correspondence
shively-h,sent,INCLUDED,Sent mail variant — standard business email
shively-h,sent_items,INCLUDED,Primary sent mail — standard business email
shively-h,tasks,CONTENT-MISMATCH,Task list entries — not email
shively-h,to_do,CONTENT-MISMATCH,To-do list — not email
shively-h,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
skilling-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
skilling-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
skilling-j,contacts,CONTENT-MISMATCH,Address book — not email
skilling-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
skilling-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
skilling-j,inbox,INCLUDED,Primary received mail — standard business email
skilling-j,mark,PII/LEGAL,Named individual (first name only) — personal PII
skilling-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
skilling-j,sent,INCLUDED,Sent mail variant — standard business email
skilling-j,sent_items,INCLUDED,Primary sent mail — standard business email
skilling-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
slinger-r,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
slinger-r,inbox,INCLUDED,Primary received mail — standard business email
slinger-r,sent_items,INCLUDED,Primary sent mail — standard business email
smith-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
smith-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
smith-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
smith-m,demand_information,INCLUDED,Demand information — business
smith-m,desk_matters,INCLUDED,Desk matters — operations
smith-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
smith-m,inbox,INCLUDED,Primary received mail — standard business email
smith-m,misc,INCLUDED,Miscellaneous business correspondence
smith-m,pipeline_matters,INCLUDED,Pipeline matters — operations
smith-m,sent,INCLUDED,Sent mail variant — standard business email
smith-m,sent_items,INCLUDED,Primary sent mail — standard business email
smith-m,tasks,CONTENT-MISMATCH,Task list entries — not email
smith-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
solberg-g,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
solberg-g,inbox,INCLUDED,Primary received mail — standard business email
solberg-g,info,INCLUDED,Information distribution correspondence
solberg-g,sent_items,INCLUDED,Primary sent mail — standard business email
solberg-g,tasks,CONTENT-MISMATCH,Task list entries — not email
solberg-g,to_do,CONTENT-MISMATCH,To-do list — not email
south-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
south-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
south-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
south-s,sent,INCLUDED,Sent mail variant — standard business email
south-s,southeast,INCLUDED,Southeast US operations
south-s,southern_cone,INCLUDED,South American operations correspondence
south-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
staab-t,accounting_issues,PII/LEGAL,Accounting issues — financially sensitive
staab-t,citizens,INCLUDED,Citizens counterparty
staab-t,contract_bids,INCLUDED,Contract bids — business
staab-t,corporate,INCLUDED,Corporate correspondence
staab-t,crestone,INCLUDED,Crestone counterparty — business
staab-t,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
staab-t,desert_power,INCLUDED,Desert Power counterparty — business
staab-t,inbox,INCLUDED,Primary received mail — standard business email
staab-t,lost_creek,INCLUDED,Lost Creek project — business
staab-t,mark_whitt,PII/LEGAL,Named individual folder — personal PII
staab-t,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
staab-t,post_bankruptcy,INCLUDED,Post-bankruptcy operations — business
staab-t,psco,INCLUDED,PSCO counterparty — business
staab-t,sent_items,INCLUDED,Primary sent mail — standard business email
staab-t,tasks,CONTENT-MISMATCH,Task list entries — not email
staab-t,to_do_list,CONTENT-MISMATCH,To-do list — not email
staab-t,unify,INCLUDED,Unify system business correspondence
stclair-c,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
stclair-c,eei_collateral_annex,INCLUDED,EEI collateral annex — business
stclair-c,ees_matters,INCLUDED,EES business matters correspondence
stclair-c,engage_e_mails,INCLUDED,Engage system emails — business
stclair-c,important_e_mails,INCLUDED,Important email archive — business
stclair-c,inland,INCLUDED,Inland operations — business
stclair-c,isda_matters,PII/LEGAL,ISDA matters — legally sensitive
stclair-c,mega_morgan_assignment,INCLUDED,Mega Morgan assignment — business
stclair-c,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
stclair-c,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
stclair-c,power_e_mails,INCLUDED,Power emails — business
stclair-c,reliant_energy,INCLUDED,Reliant Energy counterparty — business
stclair-c,sent,INCLUDED,Sent mail variant — standard business email
stclair-c,smud_e_mails,INCLUDED,SMUD emails — business
steffes-j,2001_mid_year_prc,PII/LEGAL,PRC midyear — HR sensitive
steffes-j,aga_storage_report,INCLUDED,AGA storage report — business
steffes-j,alliance_rto,INCLUDED,Alliance RTO — regulatory
steffes-j,arizona,INCLUDED,Arizona operations — business
steffes-j,bush_transition,INCLUDED,Bush administration transition — public affairs
steffes-j,caem,INCLUDED,CAEM market
steffes-j,california_issues,INCLUDED,California issues — business
steffes-j,cftc,PII/LEGAL,CFTC regulatory correspondence — litigation sensitive
steffes-j,clinton_energy,INCLUDED,Clinton energy policy — public affairs
steffes-j,competition_messages,INCLUDED,Competition messages — business
steffes-j,congress,INCLUDED,Congress — public affairs
steffes-j,contacts,CONTENT-MISMATCH,Address book — not email
steffes-j,creditworthiness,INCLUDED,Creditworthiness — business
steffes-j,credit_issues,INCLUDED,Credit issues — business
steffes-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
steffes-j,ees_mgmt,INCLUDED,EES management — business
steffes-j,eisb_ubr,INCLUDED,EISB UBR — business
steffes-j,electric_reports,INCLUDED,Electric reports — business
steffes-j,environmental,INCLUDED,Environmental affairs — business
steffes-j,eol,INCLUDED,EOL trading platform — business
steffes-j,fed_legis_2001,INCLUDED,Federal legislation 2001 — public affairs
steffes-j,ferc,INCLUDED,FERC regulatory correspondence
steffes-j,ferc_reporting_reqts,INCLUDED,FERC reporting requirements
steffes-j,gas_issues,INCLUDED,Natural gas issues — business
steffes-j,ga_fundamentals,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
steffes-j,granite_ii,INCLUDED,Granite II project — business
steffes-j,gu_recruiting,PII/LEGAL,University recruiting — sensitive PII
steffes-j,icap_policy,INCLUDED,ICAP policy — regulatory
steffes-j,illinois,INCLUDED,Illinois operations correspondence
steffes-j,important_information,INCLUDED,Important information — business
steffes-j,inbox,INCLUDED,Primary received mail — standard business email
steffes-j,marketing_affiliate_matters,INCLUDED,Marketing affiliate matters — business
steffes-j,mbr___market_power,INCLUDED,MBR market power — regulatory
steffes-j,michigan,INCLUDED,Michigan operations correspondence
steffes-j,midwest_retail_delivery,INCLUDED,Midwest retail delivery — business
steffes-j,nat_gas,INCLUDED,Natural gas — business
steffes-j,nerc,INCLUDED,NERC reliability organisation correspondence
steffes-j,nevada,INCLUDED,Nevada operations — business
steffes-j,notre_dame,INCLUDED,Notre Dame conference/speaking engagement
steffes-j,ontario_nug,INCLUDED,Ontario NUG — regulatory
steffes-j,passwords,PII/LEGAL,Credential storage — critical PII/security risk
steffes-j,pennsylvania,INCLUDED,Pennsylvania operations correspondence
steffes-j,rto,INCLUDED,RTO policy correspondence
steffes-j,security___collateral,INCLUDED,Security/collateral — business
steffes-j,sent_items,INCLUDED,Primary sent mail — standard business email
steffes-j,show_cause,PII/LEGAL,Regulatory show-cause proceeding — litigation sensitive
steffes-j,spp,INCLUDED,SPP market — business
steffes-j,structured_supply,INCLUDED,Structured supply — business
steffes-j,tasks,CONTENT-MISMATCH,Task list entries — not email
steffes-j,texas,INCLUDED,Texas operations correspondence
steffes-j,top_10_issues_6_1_01,INCLUDED,Top 10 issues — business
steffes-j,to_do,CONTENT-MISMATCH,To-do list — not email
steffes-j,us_sup_ct_case,INCLUDED,US Supreme Court case — public policy
steffes-j,wholesale_policy_reform,INCLUDED,Wholesale policy reform — regulatory
stepenovitch-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
stepenovitch-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
stepenovitch-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
stepenovitch-j,inbox,INCLUDED,Primary received mail — standard business email
stepenovitch-j,sent_items,INCLUDED,Primary sent mail — standard business email
stokley-c,chris_stokley,INCLUDED,Counterparty/colleague correspondence
storey-g,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
storey-g,calendar,CONTENT-MISMATCH,Calendar entries — not email
storey-g,canada,INCLUDED,Canada operations business correspondence
storey-g,central,INCLUDED,Central operations
storey-g,credit_rings,PII/LEGAL,Credit ring trading — legally sensitive
storey-g,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
storey-g,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
storey-g,drafts,SYSTEM,Draft emails — not delivered
storey-g,estate,INCLUDED,Estate/facilities — business
storey-g,fundies,INCLUDED,Energy fundamentals — business
storey-g,govt,INCLUDED,Government affairs — business
storey-g,inbox,INCLUDED,Primary received mail — standard business email
storey-g,it,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
storey-g,netco,INCLUDED,Netco operations — business
storey-g,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
storey-g,ring_trades,PII/LEGAL,Ring trades — regulatory/legally sensitive
storey-g,sent_items,INCLUDED,Primary sent mail — standard business email
storey-g,tcpl,INCLUDED,TCPL pipeline — business
storey-g,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
sturm-f,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
sturm-f,calendar,CONTENT-MISMATCH,Calendar entries — not email
sturm-f,canada_business,INCLUDED,Canada business operations
sturm-f,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
sturm-f,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
sturm-f,eol,INCLUDED,EOL trading platform — business
sturm-f,inbox,INCLUDED,Primary received mail — standard business email
sturm-f,junk,SYSTEM,Junk mail folder — unreliable ham label
sturm-f,meh_new_projects,INCLUDED,New projects — business
sturm-f,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
sturm-f,sent,INCLUDED,Sent mail variant — standard business email
sturm-f,sent_items,INCLUDED,Primary sent mail — standard business email
sturm-f,var,INCLUDED,VAR risk analysis — business
sturm-f,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
swerzbin-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
swerzbin-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
swerzbin-m,inbox,INCLUDED,Primary received mail — standard business email
swerzbin-m,sent_items,INCLUDED,Primary sent mail — standard business email
swerzbin-m,to_do,CONTENT-MISMATCH,To-do list — not email
symes-k,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
symes-k,confirms,INCLUDED,Trade confirmations — business
symes-k,corporate_comm,INCLUDED,Corporate communications
symes-k,ctpy_contacts,INCLUDED,Counterparty contacts — business
symes-k,deal_communication,INCLUDED,Deal communications — business
symes-k,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
symes-k,econ_201,INCLUDED,Economics studies — business/research
symes-k,ferc,INCLUDED,FERC regulatory correspondence
symes-k,human_resources,PII/LEGAL,HR department records — sensitive PII
symes-k,it,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
symes-k,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
symes-k,origination,INCLUDED,Deal origination correspondence
symes-k,pending,SYSTEM,Holding folder — likely incomplete emails
symes-k,power_marketer,INCLUDED,Power marketer — business
symes-k,rainy_day,INCLUDED,Rainy day fund/reserve — business
symes-k,real_time,INCLUDED,Real-time operations correspondence
symes-k,scheduling,INCLUDED,Operational scheduling correspondence
symes-k,sent,INCLUDED,Sent mail variant — standard business email
symes-k,services,INCLUDED,Business services
symes-k,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
taylor-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
taylor-m,archive,SYSTEM,Archive dump — likely duplicates other folders
taylor-m,australia_trading,INCLUDED,Australia trading — business
taylor-m,boat,PII/LEGAL,Personal asset correspondence — PII
taylor-m,brazil_trading,INCLUDED,Brazil trading — business
taylor-m,cftc,PII/LEGAL,CFTC regulatory correspondence — litigation sensitive
taylor-m,click_at_home,INCLUDED,Click-at-home — business
taylor-m,contacts,CONTENT-MISMATCH,Address book — not email
taylor-m,credit_watch_list,INCLUDED,Credit watch list — business
taylor-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
taylor-m,file_space,INCLUDED,File space administration — business
taylor-m,inbox,INCLUDED,Primary received mail — standard business email
taylor-m,indian_trading,INCLUDED,Indian trading — business
taylor-m,isda,PII/LEGAL,ISDA master agreements — legally sensitive
taylor-m,kelly,PII/LEGAL,Named individual — personal PII
taylor-m,kiodex,INCLUDED,Kiodex system — business
taylor-m,monmouth,INCLUDED,Monmouth project — business
taylor-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
taylor-m,online_trading,INCLUDED,Online trading operations
taylor-m,oslo,INCLUDED,Oslo operations — business
taylor-m,restricted_list,PII/LEGAL,Securities restricted trading list — regulatory sensitive
taylor-m,sent,INCLUDED,Sent mail variant — standard business email
taylor-m,sent_items,INCLUDED,Primary sent mail — standard business email
taylor-m,singapore_trading,INCLUDED,Singapore trading — business
taylor-m,stored_messages,SYSTEM,Stored messages archive — likely duplicates
taylor-m,swap_group_project_lists,INCLUDED,Swap group — business
taylor-m,s_a__trading,INCLUDED,South America trading — business
taylor-m,tasks,CONTENT-MISMATCH,Task list entries — not email
taylor-m,time_off,PII/LEGAL,Personal time-off records — PII
taylor-m,to_do,CONTENT-MISMATCH,To-do list — not email
taylor-m,travel,PII/LEGAL,Mixed personal/business travel — PII risk
taylor-m,uk_trading,INCLUDED,UK trading — business
taylor-m,yoder,PII/LEGAL,Named individual folder — personal PII
tholt-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
tholt-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
tholt-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
tholt-j,inbox,INCLUDED,Primary received mail — standard business email
tholt-j,janie,PII/LEGAL,Named individual — personal PII
tholt-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
tholt-j,sent,INCLUDED,Sent mail variant — standard business email
tholt-j,sent_items,INCLUDED,Primary sent mail — standard business email
tholt-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
thomas-p,calendar,CONTENT-MISMATCH,Calendar entries — not email
thomas-p,contacts,CONTENT-MISMATCH,Address book — not email
thomas-p,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
thomas-p,inbox,INCLUDED,Primary received mail — standard business email
thomas-p,new_york,INCLUDED,New York operations correspondence
thomas-p,sent_items,INCLUDED,Primary sent mail — standard business email
townsend-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
townsend-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
townsend-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
townsend-j,inbox,INCLUDED,Primary received mail — standard business email
townsend-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
townsend-j,sent,INCLUDED,Sent mail variant — standard business email
townsend-j,sent_items,INCLUDED,Primary sent mail — standard business email
townsend-j,to_do,CONTENT-MISMATCH,To-do list — not email
townsend-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
tycholiz-b,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
tycholiz-b,contacts,CONTENT-MISMATCH,Address book — not email
tycholiz-b,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
tycholiz-b,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
tycholiz-b,inbox,INCLUDED,Primary received mail — standard business email
tycholiz-b,sent,INCLUDED,Sent mail variant — standard business email
tycholiz-b,sent_items,INCLUDED,Primary sent mail — standard business email
tycholiz-b,westgas,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
tycholiz-b,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
ward-k,administrative,INCLUDED,Administrative correspondence
ward-k,akzo_nobel___filtrol,INCLUDED,Akzo Nobel counterparty — business
ward-k,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
ward-k,arco,INCLUDED,ARCO counterparty — business
ward-k,basin_electric,INCLUDED,Basin Electric counterparty — business
ward-k,bhp,INCLUDED,BHP counterparty — business
ward-k,california,INCLUDED,California energy market business correspondence
ward-k,cdwr,INCLUDED,CDWR counterparty — business
ward-k,citizens_utilities,INCLUDED,Citizens Utilities counterparty — business
ward-k,contacts,CONTENT-MISMATCH,Address book — not email
ward-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
ward-k,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
ward-k,eastern_new_mexico_gas_co_,INCLUDED,Eastern New Mexico Gas counterparty
ward-k,el_paso_electric,INCLUDED,El Paso Electric counterparty
ward-k,frito_lay,INCLUDED,Frito-Lay counterparty — business
ward-k,gas_customers___chris_foster,INCLUDED,Gas customers — business
ward-k,glendale,INCLUDED,Glendale operations — business
ward-k,henwood,INCLUDED,Henwood counterparty — business
ward-k,hesco,INCLUDED,HESCO counterparty — business
ward-k,inbox,INCLUDED,Primary received mail — standard business email
ward-k,knauf,INCLUDED,Knauf counterparty — business
ward-k,las_cruces,INCLUDED,Las Cruces operations — business
ward-k,ldwp,INCLUDED,LDWP counterparty — business
ward-k,long_beach,INCLUDED,Long Beach operations — business
ward-k,merced,INCLUDED,Merced counterparty — business
ward-k,mesa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
ward-k,midesto,INCLUDED,Midesto counterparty — business
ward-k,ncpa,INCLUDED,NCPA counterparty — business
ward-k,noresco,INCLUDED,Noresco counterparty — business
ward-k,palo_alto,INCLUDED,Palo Alto operations — business
ward-k,pasadena,INCLUDED,Pasadena operations — business
ward-k,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
ward-k,pipeline,INCLUDED,Pipeline operations correspondence
ward-k,pnm,INCLUDED,PNM counterparty — business
ward-k,roseville,INCLUDED,Roseville operations — business
ward-k,san_diego_gas___electric,INCLUDED,SDG&E counterparty — business
ward-k,sent,INCLUDED,Sent mail variant — standard business email
ward-k,sent_items,INCLUDED,Primary sent mail — standard business email
ward-k,smud,INCLUDED,SMUD counterparty — business
ward-k,smurfit,INCLUDED,Smurfit counterparty — business
ward-k,socal_gas,INCLUDED,SoCal Gas counterparty — business
ward-k,srp,INCLUDED,SRP counterparty — business
ward-k,tasks,CONTENT-MISMATCH,Task list entries — not email
ward-k,tep,INCLUDED,TEP counterparty — business
ward-k,to_do,CONTENT-MISMATCH,To-do list — not email
ward-k,transportation,INCLUDED,Transportation operations — business
ward-k,west_gas_origination,INCLUDED,West gas origination — business
ward-k,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
watson-k,account_assignments,INCLUDED,Account assignments — business
watson-k,agave,INCLUDED,Agave project — business
watson-k,alternate_delivery_by_price,INCLUDED,Alternate delivery pricing — business
watson-k,aquila_red_lake_storage,INCLUDED,Aquila Red Lake storage — business
watson-k,big_sandy___caithness,INCLUDED,Big Sandy/Caithness — business
watson-k,business_objects,INCLUDED,Business Objects reporting — business
watson-k,california,INCLUDED,California energy market business correspondence
watson-k,capacity,INCLUDED,Pipeline capacity — business
watson-k,capacity_release,INCLUDED,Capacity release — regulatory/business
watson-k,citizens,INCLUDED,Citizens counterparty
watson-k,contact_emp__list,CONTENT-MISMATCH,Employee contact list — PII risk
watson-k,credit_union,PII/LEGAL,Personal banking — sensitive PII
watson-k,customer_list,CONTENT-MISMATCH,Customer contact list — not email
watson-k,daily_balancing_report,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
watson-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
watson-k,desert_crossing_storage,INCLUDED,Desert Crossing storage — business
watson-k,dra,INCLUDED,DRA — regulatory
watson-k,drafts__lotus_notes_,SYSTEM,Lotus Notes drafts — not delivered email
watson-k,elpaso_pipeline,INCLUDED,El Paso pipeline counterparty
watson-k,enron_online,INCLUDED,EnronOnline system — business
watson-k,ethink,INCLUDED,eThink — business
watson-k,expense_rpts__1997,PII/LEGAL,Personal expense reports — financial PII
